sent=1 sample=0 ||| proposal=-0.00288582 ||| joint=-59.6851
sent=176 sample=42 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=43 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=44 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=45 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=46 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=47 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=48 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=49 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=50 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=51 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=52 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=53 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=54 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=55 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=56 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=57 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=58 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=59 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=60 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=61 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=62 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=63 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=64 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=65 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=66 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=67 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=68 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=69 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=70 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=71 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=72 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=73 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=74 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=75 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=76 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=77 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=78 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=79 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=80 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=81 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=82 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=83 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=84 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=85 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=86 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=87 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=88 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=89 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=90 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=91 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=92 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=93 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=94 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=95 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=96 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=97 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=98 ||| proposal=-0.00224686 ||| joint=-55.3187
sent=176 sample=99 ||| proposal=-0.00224686 ||| joint=-55.3187
prob: -55.31645314 (len=7)
sent=177 sample=0 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=1 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=2 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=3 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=4 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=5 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=6 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=7 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=8 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=9 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=10 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=11 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=12 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=13 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=14 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=15 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=16 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=17 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=18 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=19 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=20 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=21 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=22 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=23 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=24 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=25 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=26 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=27 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=28 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=29 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=30 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=31 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=32 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=33 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=34 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=35 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=36 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=37 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=38 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=39 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=40 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=41 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=42 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=43 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=44 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=45 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=46 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=47 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=48 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=49 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=50 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=51 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=52 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=53 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=54 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=55 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=56 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=57 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=58 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=59 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=60 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=61 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=62 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=63 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=64 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=65 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=66 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=67 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=68 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=69 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=70 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=71 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=72 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=73 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=74 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=75 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=76 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=77 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=78 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=79 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=80 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=81 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=82 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=83 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=84 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=85 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=86 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=87 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=88 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=89 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=90 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=91 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=92 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=93 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=94 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=95 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=96 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=97 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=98 ||| proposal=-0.00348949 ||| joint=-58.054
sent=177 sample=99 ||| proposal=-0.00348949 ||| joint=-58.054
prob: -58.05051051 (len=7)
sent=178 sample=0 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=1 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=2 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=3 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=4 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=5 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=6 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=7 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=8 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=9 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=10 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=11 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=12 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=13 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=14 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=15 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=16 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=17 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=18 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=19 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=20 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=21 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=22 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=23 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=24 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=25 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=26 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=27 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=28 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=29 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=30 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=31 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=32 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=33 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=34 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=35 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=36 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=37 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=38 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=39 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=40 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=41 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=42 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=43 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=44 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=45 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=46 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=47 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=48 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=49 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=50 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=51 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=52 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=53 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=54 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=55 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=56 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=57 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=58 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=59 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=60 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=61 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=62 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=63 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=64 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=65 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=66 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=67 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=68 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=69 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=70 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=71 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=72 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=73 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=74 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=75 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=76 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=77 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=78 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=79 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=80 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=81 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=82 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=83 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=84 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=85 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=86 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=87 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=88 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=89 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=90 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=91 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=92 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=93 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=94 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=95 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=96 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=97 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=98 ||| proposal=-0.00262165 ||| joint=-59.8984
sent=178 sample=99 ||| proposal=-0.00262165 ||| joint=-59.8984
prob: -59.89577835 (len=7)
sent=179 sample=0 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=1 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=2 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=3 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=4 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=5 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=6 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=7 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=8 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=9 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=10 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=11 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=12 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=13 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=14 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=15 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=16 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=17 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=18 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=19 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=20 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=21 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=22 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=23 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=24 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=25 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=26 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=27 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=28 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=29 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=30 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=31 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=32 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=33 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=34 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=35 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=36 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=37 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=38 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=39 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=40 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=41 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=42 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=43 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=44 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=45 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=46 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=47 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=48 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=49 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=50 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=51 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=52 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=53 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=54 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=55 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=56 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=57 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=58 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=59 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=60 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=61 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=62 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=63 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=64 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=65 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=66 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=67 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=68 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=69 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=70 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=71 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=72 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=73 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=74 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=75 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=76 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=77 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=78 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=79 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=80 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=81 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=82 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=83 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=84 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=85 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=86 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=87 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=88 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=89 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=90 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=91 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=92 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=93 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=94 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=95 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=96 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=97 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=98 ||| proposal=-0.00354481 ||| joint=-58.6734
sent=179 sample=99 ||| proposal=-0.00354481 ||| joint=-58.6734
prob: -58.66985519 (len=7)
sent=180 sample=0 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=1 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=2 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=3 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=4 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=5 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=6 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=7 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=8 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=9 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=10 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=11 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=12 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=13 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=14 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=15 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=16 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=17 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=18 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=19 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=20 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=21 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=22 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=23 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=24 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=25 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=26 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=27 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=28 ||| proposal=-0.00267506 ||| joint=-60.8603
sent=180 sample=29 ||| proposal=-0.00267506 ||| joint=-60.8603
